1042	1042	1.0
1045	1045	1.0
1047	1047	1.0
1050	1050	1.0
1052	1052	1.0
1059	1059	1.0
1060	1060	1.0
793	793	1.0
1064	1064	1.0
1067	1067	1.0
1073	1073	1.0
1076	1076	1.0
1077	1077	1.0
1082	1082	1.0
1083	1083	1.0
1088	1088	1.0
1094	1094	1.0
1095	1095	1.0
1286	1286	1.0
1097	1097	1.0
1098	1098	1.0
1100	1100	1.0
1109	1109	1.0
1110	1110	1.0
1112	1112	1.0
898	898	1.0
680	680	1.0
1121	1121	1.0
576	576	1.0
1126	1126	1.0
1127	1127	1.0
677	677	1.0
1129	1129	1.0
1130	1130	1.0
1131	1131	1.0
902	902	1.0
584	584	1.0
1134	1134	1.0
1135	1135	1.0
1136	1136	1.0
607	607	1.0
1141	1141	1.0
1142	1142	1.0
1143	1143	1.0
1144	1144	1.0
1147	1147	1.0
1148	1148	1.0
1149	1149	1.0
1151	1151	1.0
1153	1153	1.0
1154	1154	1.0
1155	1155	1.0
1160	1160	1.0
1162	1162	1.0
1166	1166	1.0
1169	1169	1.0
1174	1174	1.0
1179	1179	1.0
1181	1181	1.0
1182	1182	1.0
1183	1183	1.0
1186	1186	1.0
1189	1189	1.0
1196	1196	1.0
997	997	1.0
1222	1222	1.0
1226	1226	1.0
420	420	1.0
1286	1286	1.0
1040	1040	1.0
1290	1290	1.0
530	530	1.0
1302	1302	1.0
1305	1305	1.0
1077	1077	1.0
806	806	1.0
919	919	1.0
959	959	1.0
711	711	1.0
1381	1381	1.0
1290	1290	1.0
627	627	1.0
429	429	1.0
548	548	1.0
616	616	1.0
1514	1514	1.0
1302	1302	1.0
1525	1525	1.0
1026	1026	1.0
1594	1594	1.0
1060	1060	1.0
1607	1607	1.0
1038	1038	1.0
1169	1169	1.0
1670	1670	1.0
492	492	1.0
533	533	1.0
1052	1052	1.0
414	414	1.0
1022	1022	1.0
1801	1801	1.0
430	430	1.0
1109	1109	1.0
645	645	1.0
472	472	1.0
438	438	1.0
497	497	1.0
1895	1895	1.0
764	764	1.0
422	422	1.0
1514	1514	1.0
1921	1921	1.0
642	642	1.0
1381	1381	1.0
766	766	1.0
522	522	1.0
813	813	1.0
2004	2004	1.0
564	564	1.0
2072	2072	1.0
1047	1047	1.0
471	471	1.0
2134	2134	1.0
2147	2147	1.0
717	717	1.0
2210	2210	1.0
899	899	1.0
2273	2273	1.0
1100	1100	1.0
540	540	1.0
665	665	1.0
797	797	1.0
525	525	1.0
748	748	1.0
435	435	1.0
744	744	1.0
411	411	1.0
1036	1036	1.0
756	756	1.0
408	408	1.0
1110	1110	1.0
821	821	1.0
538	538	1.0
563	563	1.0
597	597	1.0
966	966	1.0
513	513	1.0
818	818	1.0
594	594	1.0
757	757	1.0
1135	1135	1.0
760	760	1.0
504	504	1.0
450	450	1.0
882	882	1.0
733	733	1.0
689	689	1.0
2147	2147	1.0
615	615	1.0
1032	1032	1.0
791	791	1.0
750	750	1.0
1144	1144	1.0
941	941	1.0
692	692	1.0
802	802	1.0
1131	1131	1.0
1031	1031	1.0
401	401	1.0
1305	1305	1.0
458	458	1.0
701	701	1.0
481	481	1.0
755	755	1.0
524	524	1.0
2134	2134	1.0
829	829	1.0
871	871	1.0
904	904	1.0
716	716	1.0
728	728	1.0
463	463	1.0
555	555	1.0
1921	1921	1.0
641	641	1.0
509	509	1.0
477	477	1.0
845	845	1.0
765	765	1.0
772	772	1.0
549	549	1.0
945	945	1.0
614	614	1.0
629	629	1.0
737	737	1.0
553	553	1.0
1149	1149	1.0
1174	1174	1.0
1130	1130	1.0
794	794	1.0
706	706	1.0
510	510	1.0
1010	1010	1.0
640	640	1.0
466	466	1.0
531	531	1.0
635	635	1.0
523	523	1.0
661	661	1.0
529	529	1.0
817	817	1.0
763	763	1.0
2273	2273	1.0
583	583	1.0
786	786	1.0
785	785	1.0
1607	1607	1.0
