RS6000000055-0	get all cities having over NUMBER_0 total fertility rate and later time of earliest written record than DATE_0	now => ( @org.wikidata.city ) filter param:time_of_earliest_written_record:Date >= DATE_0 and param:total_fertility_rate:Number >= NUMBER_0 => notify
RS6000000056-0	tell me what 's the currency of the cities which has the hottest minimum temperature record	now => [ param:currency:Entity(org.wikidata:currency) ] of ( ( sort param:minimum_temperature_record:Measure(C) desc of ( @org.wikidata.city ) ) [ 1 ] ) => notify
RS6000000057-0	i need all the cities located on terrain feature kars province with NUMBER_0 ms or more life expectancy	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= NUMBER_0 unit:ms and param:located_on_terrain_feature:Location == location: " kars province " => notify
RS6000000058-0	search for the cities which have NUMBER_0 ms or more life expectancy .	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= NUMBER_0 unit:ms => notify
RS6000000059-0	get the list of all cities linked in company id QUOTED_STRING_0 , that have life expectancy longer than NUMBER_0 h .	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= NUMBER_0 unit:h and param:linkedin_company_id:String =~ QUOTED_STRING_0 => notify
RS6000000060-0	i am looking for the list of all cities having larger area than NUMBER_0 square kilometers .	now => ( @org.wikidata.city ) filter param:area:Measure(m2) >= NUMBER_0 unit:km2 => notify
RS6000000061-0	i would like to find some cities having over NUMBER_0 total fertility rate and later time of earliest written record than DATE_0 .	now => ( @org.wikidata.city ) filter param:time_of_earliest_written_record:Date >= DATE_0 and param:total_fertility_rate:Number >= NUMBER_0 => notify
RS6000000062-0	get the list of all cities which have area NUMBER_0 square meters .	now => ( @org.wikidata.city ) filter param:area:Measure(m2) == NUMBER_0 unit:m2 => notify
RS6000000063-0	get the list of all cities linked in company id QUOTED_STRING_0 , that have life expectancy longer than NUMBER_0 h .	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= NUMBER_0 unit:h and param:linkedin_company_id:String =~ QUOTED_STRING_0 => notify
RS6000000064-0	i need to retrieve all cities helvetic archives id vtls005325019 , having over NUMBER_0 total fertility rate	now => ( @org.wikidata.city ) filter param:helveticarchives_id:String =~ " vtls005325019 " and param:total_fertility_rate:Number >= NUMBER_0 => notify
RS6000000065-0	find the list of cities located on terrain feature gmina lubniewice with NUMBER_0 ms or more life expectancy	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= NUMBER_0 unit:ms and param:located_on_terrain_feature:Location == location: " gmina lubniewice " => notify
RS6000000066-0	how many participant in are there in the cities with the highest number of participant in ?	now => [ param:count:Number ] of ( ( sort param:count:Number desc of ( compute count ( param:participant_in:Array(Entity(org.wikidata:event)) ) of ( @org.wikidata.city ) ) ) [ 1 ] ) => notify
RS6000000067-0	please get all the cities located on terrain feature são paulo with NUMBER_0 ms or more life expectancy	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= NUMBER_0 unit:ms and param:located_on_terrain_feature:Location == location: " são paulo " => notify
RS6000000068-0	tell me what 's the currency of the cities which has the hottest minimum temperature record	now => [ param:currency:Entity(org.wikidata:currency) ] of ( ( sort param:minimum_temperature_record:Measure(C) desc of ( @org.wikidata.city ) ) [ 1 ] ) => notify
RS6000000069-0	i need all the cities located on terrain feature taunggyi district with NUMBER_0 ms or more life expectancy .	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= NUMBER_0 unit:ms and param:located_on_terrain_feature:Location == location: " taunggyi district " => notify
RS6000000070-0	i need to search for an cities which have area NUMBER_0 square meters	now => ( @org.wikidata.city ) filter param:area:Measure(m2) == NUMBER_0 unit:m2 => notify
RS6000000071-0	search for a list of cities linked in company id QUOTED_STRING_0 , that have life expectancy longer than NUMBER_0 h .	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= NUMBER_0 unit:h and param:linkedin_company_id:String =~ QUOTED_STRING_0 => notify
RS6000000072-0	search for the cities which have NUMBER_0 ms or more life expectancy	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= NUMBER_0 unit:ms => notify
RS6000000073-0	please enumerate cities which have area NUMBER_0 square meters	now => ( @org.wikidata.city ) filter param:area:Measure(m2) == NUMBER_0 unit:m2 => notify
RS6000000074-0	i need to retrieve all cities helvetic archives id vtls005487177 , having over NUMBER_0 total fertility rate .	now => ( @org.wikidata.city ) filter param:helveticarchives_id:String =~ " vtls005487177 " and param:total_fertility_rate:Number >= NUMBER_0 => notify
RS6000000075-0	retrieve a list of all cities with area NUMBER_0 square meters	now => ( @org.wikidata.city ) filter param:area:Measure(m2) == NUMBER_0 unit:m2 => notify
RS6000000076-0	i need all the cities located on terrain feature holguín province with NUMBER_0 ms or more life expectancy .	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= NUMBER_0 unit:ms and param:located_on_terrain_feature:Location == location: " holguín province " => notify
RS6000000077-0	which foods traditionally associated do cities have ?	now => [ param:foods_traditionally_associated:Entity(org.wikidata:foods_traditionally_associated) ] of ( @org.wikidata.city ) => notify
RS6000000078-0	i need to search for an cities which have area NUMBER_0 square meters .	now => ( @org.wikidata.city ) filter param:area:Measure(m2) == NUMBER_0 unit:m2 => notify
RS6000000079-0	what are the shares border with of cities	now => [ param:shares_border_with:Array(Entity(org.wikidata:city)) ] of ( @org.wikidata.city ) => notify
RS6000000080-0	i need to search for an cities which have area NUMBER_0 square meters	now => ( @org.wikidata.city ) filter param:area:Measure(m2) == NUMBER_0 unit:m2 => notify
RS6000000081-0	which official app does cities which has the hottest minimum temperature record have	now => [ param:official_app:Entity(org.wikidata:official_app) ] of ( ( sort param:minimum_temperature_record:Measure(C) desc of ( @org.wikidata.city ) ) [ 1 ] ) => notify
RS6000000082-0	retrieve a list of all cities with area NUMBER_0 square meters	now => ( @org.wikidata.city ) filter param:area:Measure(m2) == NUMBER_0 unit:m2 => notify
RS6000000083-0	get the list of all cities linked in company id QUOTED_STRING_0 , that have life expectancy longer than NUMBER_0 h	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= NUMBER_0 unit:h and param:linkedin_company_id:String =~ QUOTED_STRING_0 => notify
RS6000000084-0	is there cities with maximum temperature record NUMBER_0 fahrenheit and life expectancy shorter than NUMBER_0 h	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) <= NUMBER_0 unit:h and param:maximum_temperature_record:Measure(C) == NUMBER_0 unit:F => notify
RS6000000085-0	get some cities located on terrain feature roman empire with NUMBER_0 ms or more life expectancy	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= NUMBER_0 unit:ms and param:located_on_terrain_feature:Location == location: " roman empire " => notify
RS6000000086-0	i am looking to find all cities banglapedia ( bengali version) id vtls005523726 helvetic archives id vtls005523726	now => ( @org.wikidata.city ) filter param:banglapedia_bengali_version_id:String =~ " vtls005523726 " and param:helveticarchives_id:String =~ " vtls005523726 " => notify
RS6000000087-0	get the list of all cities which have area NUMBER_0 square meters .	now => ( @org.wikidata.city ) filter param:area:Measure(m2) == NUMBER_0 unit:m2 => notify
RS6000000088-0	get the list of all cities which have area NUMBER_0 square meters .	now => ( @org.wikidata.city ) filter param:area:Measure(m2) == NUMBER_0 unit:m2 => notify
RS6000000089-0	i need to search for an cities which have area NUMBER_0 square meters .	now => ( @org.wikidata.city ) filter param:area:Measure(m2) == NUMBER_0 unit:m2 => notify
RS6000000090-0	find the list of cities located on terrain feature irbid governorate with NUMBER_0 ms or more life expectancy	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= NUMBER_0 unit:ms and param:located_on_terrain_feature:Location == location: " irbid governorate " => notify
RS6000000091-0	which cities that connects with q911135 gets the hottest minimum temperature record ?	now => ( sort param:minimum_temperature_record:Measure(C) desc of ( ( @org.wikidata.city ) filter param:connects_with:String =~ " q911135 " ) ) [ 1 ] => notify
RS6000000092-0	i need the cities linked in company id QUOTED_STRING_0 , that have life expectancy longer than NUMBER_0 h .	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= NUMBER_0 unit:h and param:linkedin_company_id:String =~ QUOTED_STRING_0 => notify
RS6000000093-0	i need all the cities located on terrain feature são paulo with NUMBER_0 ms or more life expectancy .	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= NUMBER_0 unit:ms and param:located_on_terrain_feature:Location == location: " são paulo " => notify
RS6000000094-0	what is the foods traditionally associated of the cities which has the hottest minimum temperature record	now => [ param:foods_traditionally_associated:Entity(org.wikidata:foods_traditionally_associated) ] of ( ( sort param:minimum_temperature_record:Measure(C) desc of ( @org.wikidata.city ) ) [ 1 ] ) => notify
RS6000000095-0	get some cities located on terrain feature city of dubbo with NUMBER_0 ms or more life expectancy .	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= NUMBER_0 unit:ms and param:located_on_terrain_feature:Location == location: " city of dubbo " => notify
RS6000000096-0	i would like the cities linked in company id QUOTED_STRING_0 , that have life expectancy longer than NUMBER_0 h	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= NUMBER_0 unit:h and param:linkedin_company_id:String =~ QUOTED_STRING_0 => notify
RS6000000097-0	search for a list of cities linked in company id QUOTED_STRING_0 , that have life expectancy longer than NUMBER_0 h .	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= NUMBER_0 unit:h and param:linkedin_company_id:String =~ QUOTED_STRING_0 => notify
RS6000000098-0	i am looking to find all cities banglapedia ( bengali version) id vtls005299250 helvetic archives id vtls005299250 .	now => ( @org.wikidata.city ) filter param:banglapedia_bengali_version_id:String =~ " vtls005299250 " and param:helveticarchives_id:String =~ " vtls005299250 " => notify
RS6000000099-0	please get all the cities located on terrain feature são paulo with NUMBER_0 ms or more life expectancy .	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= NUMBER_0 unit:ms and param:located_on_terrain_feature:Location == location: " são paulo " => notify
RS6000000100-0	get all cities having over NUMBER_0 total fertility rate and later time of earliest written record than DATE_0 .	now => ( @org.wikidata.city ) filter param:time_of_earliest_written_record:Date >= DATE_0 and param:total_fertility_rate:Number >= NUMBER_0 => notify
RS6000000101-0	please enumerate cities which have area NUMBER_0 square meters	now => ( @org.wikidata.city ) filter param:area:Measure(m2) == NUMBER_0 unit:m2 => notify
RS6000000102-0	get some cities located on terrain feature benguela province with NUMBER_0 ms or more life expectancy	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= NUMBER_0 unit:ms and param:located_on_terrain_feature:Location == location: " benguela province " => notify
RS6000000103-0	get some cities located on terrain feature são paulo with NUMBER_0 ms or more life expectancy .	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= NUMBER_0 unit:ms and param:located_on_terrain_feature:Location == location: " são paulo " => notify
RS6000000104-0	which are cities which have NUMBER_0 ms or more life expectancy and have maximum temperature record NUMBER_0 fahrenheit	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= NUMBER_0 unit:ms and param:maximum_temperature_record:Measure(C) == NUMBER_0 unit:F => notify
RS6000000105-0	i am looking for the list of all cities having larger area than NUMBER_0 square kilometers .	now => ( @org.wikidata.city ) filter param:area:Measure(m2) >= NUMBER_0 unit:km2 => notify
RS6000000106-0	i need to search for an cities which have area NUMBER_0 square meters	now => ( @org.wikidata.city ) filter param:area:Measure(m2) == NUMBER_0 unit:m2 => notify
RS6000000107-0	search for the cities which have NUMBER_0 ms or more life expectancy .	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= NUMBER_0 unit:ms => notify
RS6000000108-0	which foods traditionally associated do cities have ?	now => [ param:foods_traditionally_associated:Entity(org.wikidata:foods_traditionally_associated) ] of ( @org.wikidata.city ) => notify
RS6000000109-0	get any cities having over NUMBER_0 total fertility rate and later time of earliest written record than DATE_0	now => ( @org.wikidata.city ) filter param:time_of_earliest_written_record:Date >= DATE_0 and param:total_fertility_rate:Number >= NUMBER_0 => notify
RS6000000110-0	what are the shares border with of cities	now => [ param:shares_border_with:Array(Entity(org.wikidata:city)) ] of ( @org.wikidata.city ) => notify
RS6000000111-0	which participant in does cities have ?	now => [ param:participant_in:Array(Entity(org.wikidata:event)) ] of ( @org.wikidata.city ) => notify
RS4000000000-0	get any cities	now => @org.wikidata.city => notify
RS4000000001-0	i need the cities with the highest maximum temperature record	now => ( sort param:maximum_temperature_record:Measure(C) desc of ( @org.wikidata.city ) ) [ 1 ] => notify
RS4000000002-0	search for some cities .	now => @org.wikidata.city => notify
RS4000000003-0	i need to retrieve every cities	now => @org.wikidata.city => notify
RS4000000004-0	is there cities ?	now => @org.wikidata.city => notify
RS4000000005-0	i need the cities with the highest maximum temperature record	now => ( sort param:maximum_temperature_record:Measure(C) desc of ( @org.wikidata.city ) ) [ 1 ] => notify
RS4000000006-0	i need the cities with the highest maximum temperature record .	now => ( sort param:maximum_temperature_record:Measure(C) desc of ( @org.wikidata.city ) ) [ 1 ] => notify
RS4000000007-0	search for some cities .	now => @org.wikidata.city => notify
RS4000000008-0	search for some cities	now => @org.wikidata.city => notify
RS4000000009-0	search for some cities .	now => @org.wikidata.city => notify
RS4000000010-0	search for some cities	now => @org.wikidata.city => notify
RS4000000011-0	search for some cities	now => @org.wikidata.city => notify
RS4000000012-0	i need to retrieve every cities .	now => @org.wikidata.city => notify
RS4000000013-0	enumerate cities	now => @org.wikidata.city => notify
RS4000000014-0	which cities get density 0 ?	now => ( @org.wikidata.city ) filter param:density:Number == 0 => notify
RS4000000015-0	i need the cities with the highest maximum temperature record .	now => ( sort param:maximum_temperature_record:Measure(C) desc of ( @org.wikidata.city ) ) [ 1 ] => notify
RS5000000016-0	i need the cities having flag q15963639 and the highest maximum temperature record	now => ( sort param:maximum_temperature_record:Measure(C) desc of ( ( @org.wikidata.city ) filter param:flag:String =~ " q15963639 " ) ) [ 1 ] => notify
RS5000000017-0	i 'm looking to get the list of all cities open street map relation id 45293	now => ( @org.wikidata.city ) filter param:openstreetmap_relation_id:String =~ " 45293 " => notify
RS5000000018-0	is there cities dedicated to 62693 open street map relation id 62693 ?	now => ( @org.wikidata.city ) filter param:dedicated_to:String =~ " 62693 " and param:openstreetmap_relation_id:String =~ " 62693 " => notify
RS5000000019-0	i am looking to get the list of all cities open street map relation id 46116 .	now => ( @org.wikidata.city ) filter param:openstreetmap_relation_id:String =~ " 46116 " => notify
RS5000000020-0	get every cities with density 0	now => ( @org.wikidata.city ) filter param:density:Number == 0 => notify
RS5000000021-0	what cities get density 0 and time of discovery or invention today	now => ( @org.wikidata.city ) filter param:density:Number == 0 and param:time_of_discovery_or_invention:Date == start_of unit:day => notify
RS5000000022-0	i 'd like all the cities that have number of households larger than 0 .	now => ( @org.wikidata.city ) filter param:number_of_households:Number >= 0 => notify
RS5000000023-0	i need to search for the list of cities with density 0 .	now => ( @org.wikidata.city ) filter param:density:Number == 0 => notify
RS5000000024-0	please list cities open street map relation id 46085 .	now => ( @org.wikidata.city ) filter param:openstreetmap_relation_id:String =~ " 46085 " => notify
RS5000000025-0	i 'm looking to get the list of all cities open street map relation id 41485 .	now => ( @org.wikidata.city ) filter param:openstreetmap_relation_id:String =~ " 41485 " => notify
RS5000000026-0	please list cities open street map relation id 47534 .	now => ( @org.wikidata.city ) filter param:openstreetmap_relation_id:String =~ " 47534 " => notify
RS5000000027-0	i 'm looking to get the list of all cities open street map relation id 42568 .	now => ( @org.wikidata.city ) filter param:openstreetmap_relation_id:String =~ " 42568 " => notify
RS5000000028-0	i would like all the cities that have number of households larger than 0 .	now => ( @org.wikidata.city ) filter param:number_of_households:Number >= 0 => notify
RS5000000029-0	find an cities located in or next to body of water wda	now => ( @org.wikidata.city ) filter param:located_in_or_next_to_body_of_water:Array(String) contains~ " wda " => notify
RS5000000030-0	find an cities located in or next to body of water galligants	now => ( @org.wikidata.city ) filter param:located_in_or_next_to_body_of_water:Array(String) contains~ " galligants " => notify
RS5000000031-0	i 'm looking to get the list of all cities open street map relation id 74687	now => ( @org.wikidata.city ) filter param:openstreetmap_relation_id:String =~ " 74687 " => notify
RS5000000032-0	i need to search for the list of cities with density 0	now => ( @org.wikidata.city ) filter param:density:Number == 0 => notify
RS5000000033-0	please list cities open street map relation id 43415	now => ( @org.wikidata.city ) filter param:openstreetmap_relation_id:String =~ " 43415 " => notify
RS5000000034-0	get every cities with density 0	now => ( @org.wikidata.city ) filter param:density:Number == 0 => notify
RS5000000035-0	i am looking to get the list of all cities open street map relation id 42568	now => ( @org.wikidata.city ) filter param:openstreetmap_relation_id:String =~ " 42568 " => notify
RS5000000036-0	get the cities that applies to jurisdiction my office and have the earliest time of earliest written record	now => ( sort param:time_of_earliest_written_record:Date asc of ( ( @org.wikidata.city ) filter param:applies_to_jurisdiction:Location == location:work ) ) [ 1 ] => notify
RS5000000037-0	i 'm looking to get the list of all cities open street map relation id 41056 .	now => ( @org.wikidata.city ) filter param:openstreetmap_relation_id:String =~ " 41056 " => notify
RS5000000038-0	i need the cities having flag q2474848 and the highest maximum temperature record .	now => ( sort param:maximum_temperature_record:Measure(C) desc of ( ( @org.wikidata.city ) filter param:flag:String =~ " q2474848 " ) ) [ 1 ] => notify
RS5000000039-0	i 'm looking to get the list of all cities open street map relation id 62495	now => ( @org.wikidata.city ) filter param:openstreetmap_relation_id:String =~ " 62495 " => notify
RS5000000040-0	i need to search for the list of cities with density 0	now => ( @org.wikidata.city ) filter param:density:Number == 0 => notify
RS5000000041-0	is there cities having lower maximum temperature record than 0 c ?	now => ( @org.wikidata.city ) filter param:maximum_temperature_record:Measure(C) <= 0 unit:C => notify
RS5000000042-0	find an cities located in or next to body of water aba river	now => ( @org.wikidata.city ) filter param:located_in_or_next_to_body_of_water:Array(String) contains~ " aba river " => notify
RS5000000043-0	are there cities with maximum temperature record 0 c	now => ( @org.wikidata.city ) filter param:maximum_temperature_record:Measure(C) == 0 unit:C => notify
RS5000000044-0	i would like all the cities that have number of households larger than 0	now => ( @org.wikidata.city ) filter param:number_of_households:Number >= 0 => notify
RS5000000045-0	get the cities that applies to jurisdiction my office and have the earliest time of earliest written record	now => ( sort param:time_of_earliest_written_record:Date asc of ( ( @org.wikidata.city ) filter param:applies_to_jurisdiction:Location == location:work ) ) [ 1 ] => notify
RS5000000046-0	i 'm looking to get the list of all cities open street map relation id 62531 .	now => ( @org.wikidata.city ) filter param:openstreetmap_relation_id:String =~ " 62531 " => notify
