S4000000000	i am looking for the cities which has the highest population .	now => ( sort param:population:Number desc of ( @org.wikidata.city ) ) [ 1 ] => notify
S6000000090	i want to search for the list of all cities compulsory education (minimum age) 2 , that have hotter maximum temperature record than 2 centigrade	now => ( @org.wikidata.city ) filter param:compulsory_education_minimum_age_:Number == 2 and param:maximum_temperature_record:Measure(C) >= 2 unit:C => notify
S6000000091	search for a list of cities with start time tue	now => ( @org.wikidata.city ) filter param:start_time:Date == new Date ( enum:tuesday ) => notify
S6000000092	get every cities with start time tue	now => ( @org.wikidata.city ) filter param:start_time:Date == new Date ( enum:tuesday ) => notify
S6000000093	retrieve the list of all cities which have minimum temperature record 2 f .	now => ( @org.wikidata.city ) filter param:minimum_temperature_record:Measure(C) == 2 unit:F => notify
S6000000094	i need a list of all cities pleiades id QUOTED_STRING_0 maintained by wiki project QUOTED_STRING_0	now => ( @org.wikidata.city ) filter param:maintained_by_wikiproject:String =~ QUOTED_STRING_0 and param:pleiades_id:String =~ QUOTED_STRING_0 => notify
S6000000095	search the culture of cities .	now => [ param:culture:Entity(org.wikidata:culture) ] of ( @org.wikidata.city ) => notify
S6000000096	find all cities that arch inform location id QUOTED_STRING_0 and have emergency phone number QUOTED_STRING_0 .	now => ( @org.wikidata.city ) filter param:archinform_location_id:String =~ QUOTED_STRING_0 and param:emergency_phone_number:String =~ QUOTED_STRING_0 => notify
S6000000097	i 'm looking for the cities with life expectancy longer than 2 ms and the highest population	now => ( sort param:population:Number desc of ( ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= 2 unit:ms ) ) [ 1 ] => notify
S6000000098	retrieve the list of all cities which have minimum temperature record 2 f	now => ( @org.wikidata.city ) filter param:minimum_temperature_record:Measure(C) == 2 unit:F => notify
S6000000099	please search for a citie that is part of QUOTED_STRING_0 , and having area larger than 2 square ft	now => ( @org.wikidata.city ) filter param:area:Measure(m2) >= 2 unit:ft2 and param:part_of:Array(String) contains~ QUOTED_STRING_0 => notify
S6000000100	which material used does cities have ?	now => [ param:material_used:Entity(org.wikidata:material_used) ] of ( @org.wikidata.city ) => notify
S6000000101	are there any cities that is part of QUOTED_STRING_0 , and having area larger than 2 square ft	now => ( @org.wikidata.city ) filter param:area:Measure(m2) >= 2 unit:ft2 and param:part_of:Array(String) contains~ QUOTED_STRING_0 => notify
S6000000102	i need an cities that is part of QUOTED_STRING_0 , and having area larger than 2 square ft	now => ( @org.wikidata.city ) filter param:area:Measure(m2) >= 2 unit:ft2 and param:part_of:Array(String) contains~ QUOTED_STRING_0 => notify
S6000000103	i 'd like the official app of cities	now => [ param:official_app:Entity(org.wikidata:official_app) ] of ( @org.wikidata.city ) => notify
S6000000104	get a citie which have minimum temperature record 2 f .	now => ( @org.wikidata.city ) filter param:minimum_temperature_record:Measure(C) == 2 unit:F => notify
S6000000105	i would like the official app of cities	now => [ param:official_app:Entity(org.wikidata:official_app) ] of ( @org.wikidata.city ) => notify
S6000000106	retrieve the list of all cities which have minimum temperature record 2 f	now => ( @org.wikidata.city ) filter param:minimum_temperature_record:Measure(C) == 2 unit:F => notify
S6000000107	retrieve the list of all cities which have minimum temperature record 2 f .	now => ( @org.wikidata.city ) filter param:minimum_temperature_record:Measure(C) == 2 unit:F => notify
S6000000108	get a citie which have minimum temperature record 2 f	now => ( @org.wikidata.city ) filter param:minimum_temperature_record:Measure(C) == 2 unit:F => notify
S6000000109	i need a list of all cities pleiades id QUOTED_STRING_0 maintained by wiki project QUOTED_STRING_0 .	now => ( @org.wikidata.city ) filter param:maintained_by_wikiproject:String =~ QUOTED_STRING_0 and param:pleiades_id:String =~ QUOTED_STRING_0 => notify
S6000000110	which cities get start time tue and has the most recent time of earliest written record ?	now => ( sort param:time_of_earliest_written_record:Date desc of ( ( @org.wikidata.city ) filter param:start_time:Date == new Date ( enum:tuesday ) ) ) [ 1 ] => notify
S6000000111	i need a list of all cities pleiades id QUOTED_STRING_0 maintained by wiki project QUOTED_STRING_0 .	now => ( @org.wikidata.city ) filter param:maintained_by_wikiproject:String =~ QUOTED_STRING_0 and param:pleiades_id:String =~ QUOTED_STRING_0 => notify
S7000000112	search for the cities that have start time tue and with sooner time of earliest written record than 2 days ago and the highest population	now => ( sort param:population:Number desc of ( ( @org.wikidata.city ) filter param:start_time:Date == new Date ( enum:tuesday ) and param:time_of_earliest_written_record:Date <= now - 2 unit:day ) ) [ 1 ] => notify
S7000000113	i want the cities that have dissolved, abolished or demolished date 2 days before now and have the highest population	now => ( sort param:population:Number desc of ( ( @org.wikidata.city ) filter param:dissolved_abolished_or_demolished_date:Date == now - 2 unit:day ) ) [ 1 ] => notify
S7000000114	get the cities which have start time tue and have population greater than 2 and the most recent time of earliest written record	now => ( sort param:time_of_earliest_written_record:Date desc of ( ( @org.wikidata.city ) filter param:population:Number >= 2 and param:start_time:Date == new Date ( enum:tuesday ) ) ) [ 1 ] => notify
S7000000115	which is the cities with start time tue with the smallest number of occupations ?	now => ( sort param:count:Number asc of ( compute count ( param:occupation:Array(Entity(org.wikidata:occupation)) ) of ( ( @org.wikidata.city ) filter param:start_time:Date == new Date ( enum:tuesday ) ) ) ) [ 1 ] => notify
S7000000116	show me what is the topic's main category of cities having earlier time of earliest written record than DATE_0	now => [ param:topics_main_category:Entity(org.wikidata:topics_main_category) ] of ( ( @org.wikidata.city ) filter param:time_of_earliest_written_record:Date <= DATE_0 ) => notify
S7000000117	retrieve a list of cities having earlier time of earliest written record than DATE_0 and dissolved, abolished or demolished date 2 days before now .	now => ( @org.wikidata.city ) filter param:dissolved_abolished_or_demolished_date:Date == now - 2 unit:day and param:time_of_earliest_written_record:Date <= DATE_0 => notify
S7000000118	what are the position held of cities that are QUOTED_STRING_0 subclass ?	now => [ param:position_held:Array(String) ] of ( ( @org.wikidata.city ) filter param:subclass_of:String =~ QUOTED_STRING_0 ) => notify
S7000000119	please search for a list of all cities which have time of earliest written record later than 2 days ago .	now => ( @org.wikidata.city ) filter param:time_of_earliest_written_record:Date >= now - 2 unit:day => notify
S7000000120	get the cities which have start time tue and have population greater than 2 and the most recent time of earliest written record .	now => ( sort param:time_of_earliest_written_record:Date desc of ( ( @org.wikidata.city ) filter param:population:Number >= 2 and param:start_time:Date == new Date ( enum:tuesday ) ) ) [ 1 ] => notify
S7000000121	please list cities which have later time of earliest written record than 2 days ago	now => ( @org.wikidata.city ) filter param:time_of_earliest_written_record:Date >= now - 2 unit:day => notify
S7000000122	i want to retrieve the list of cities with sooner time of earliest written record than 2 days ago .	now => ( @org.wikidata.city ) filter param:time_of_earliest_written_record:Date <= now - 2 unit:day => notify
S7000000123	i would like any cities which have date of official opening 2 ms before now .	now => ( @org.wikidata.city ) filter param:date_of_official_opening:Date == now - 2 unit:ms => notify
S7000000124	search for the cities that have start time tue and with sooner time of earliest written record than 2 days ago and the highest population .	now => ( sort param:population:Number desc of ( ( @org.wikidata.city ) filter param:start_time:Date == new Date ( enum:tuesday ) and param:time_of_earliest_written_record:Date <= now - 2 unit:day ) ) [ 1 ] => notify
S7000000125	get any cities that have diameter 2 cm and have time of earliest written record 2 ms ago .	now => ( @org.wikidata.city ) filter param:diameter:Measure(m) == 2 unit:cm and param:time_of_earliest_written_record:Date == now - 2 unit:ms => notify
S7000000126	what 's the heritage designation of the cities with the most occupations	now => [ param:heritage_designation:Entity(org.wikidata:heritage_designation) ] of ( ( sort param:count:Number desc of ( compute count ( param:occupation:Array(Entity(org.wikidata:occupation)) ) of ( @org.wikidata.city ) ) ) [ 1 ] ) => notify
S7000000127	i need to find an cities having longer life expectancy than 2 days which have minimum temperature record 2 f .	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= 2 unit:day and param:minimum_temperature_record:Measure(C) == 2 unit:F => notify
S7000000128	please enumerate cities having later time of earliest written record than 2 days ago .	now => ( @org.wikidata.city ) filter param:time_of_earliest_written_record:Date >= now - 2 unit:day => notify
S7000000129	what cities get later time of earliest written record than 2 days before now , and is compulsory education (minimum age) 2	now => ( @org.wikidata.city ) filter param:compulsory_education_minimum_age_:Number == 2 and param:time_of_earliest_written_record:Date >= now - 2 unit:day => notify
S7000000130	search for the cities that have start time tue and with sooner time of earliest written record than 2 days ago and the highest population .	now => ( sort param:population:Number desc of ( ( @org.wikidata.city ) filter param:start_time:Date == new Date ( enum:tuesday ) and param:time_of_earliest_written_record:Date <= now - 2 unit:day ) ) [ 1 ] => notify
S7000000131	i need the cities which have date of official opening 2 ms before now and have the highest population .	now => ( sort param:population:Number desc of ( ( @org.wikidata.city ) filter param:date_of_official_opening:Date == now - 2 unit:ms ) ) [ 1 ] => notify
S7000000132	show me what is the topic's main category of cities having earlier time of earliest written record than DATE_0 .	now => [ param:topics_main_category:Entity(org.wikidata:topics_main_category) ] of ( ( @org.wikidata.city ) filter param:time_of_earliest_written_record:Date <= DATE_0 ) => notify
S7000000133	which is the cities with life expectancy longer than 2 ms that arch inform location id QUOTED_STRING_0 and have the most recent time of earliest written record	now => ( sort param:time_of_earliest_written_record:Date desc of ( ( @org.wikidata.city ) filter param:archinform_location_id:String =~ QUOTED_STRING_0 and param:life_expectancy:Measure(ms) >= 2 unit:ms ) ) [ 1 ] => notify
S7000000134	what 's the category for people born here of cities that arch inform location id QUOTED_STRING_0 ?	now => [ param:category_for_people_born_here:Entity(org.wikidata:category_for_people_born_here) ] of ( ( @org.wikidata.city ) filter param:archinform_location_id:String =~ QUOTED_STRING_0 ) => notify
S7000000135	i am looking for the cities which have inception 2 ms before now and have the most recent time of earliest written record	now => ( sort param:time_of_earliest_written_record:Date desc of ( ( @org.wikidata.city ) filter param:inception:Date == now - 2 unit:ms ) ) [ 1 ] => notify
S7000000136	i want the cities that have dissolved, abolished or demolished date 2 days before now and have the highest population	now => ( sort param:population:Number desc of ( ( @org.wikidata.city ) filter param:dissolved_abolished_or_demolished_date:Date == now - 2 unit:day ) ) [ 1 ] => notify
S7000000137	i 'd like any cities having longer life expectancy than 2 days which have minimum temperature record 2 f	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= 2 unit:day and param:minimum_temperature_record:Measure(C) == 2 unit:F => notify
S7000000138	get the cities that is part of QUOTED_STRING_0 , and having area larger than 2 square ft with the smallest number of occupations .	now => ( sort param:count:Number asc of ( compute count ( param:occupation:Array(Entity(org.wikidata:occupation)) ) of ( ( @org.wikidata.city ) filter param:area:Measure(m2) >= 2 unit:ft2 and param:part_of:Array(String) contains~ QUOTED_STRING_0 ) ) ) [ 1 ] => notify
S7000000139	get the cities which have start time tue and have population greater than 2 and the most recent time of earliest written record	now => ( sort param:time_of_earliest_written_record:Date desc of ( ( @org.wikidata.city ) filter param:population:Number >= 2 and param:start_time:Date == new Date ( enum:tuesday ) ) ) [ 1 ] => notify
S7000000140	i would like any cities having longer life expectancy than 2 days which have minimum temperature record 2 f .	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= 2 unit:day and param:minimum_temperature_record:Measure(C) == 2 unit:F => notify
S7000000141	what 's the history of topic of the cities that have date of official opening DATE_0 and have the highest population ?	now => [ param:history_of_topic:Entity(org.wikidata:history_of_topic) ] of ( ( sort param:population:Number desc of ( ( @org.wikidata.city ) filter param:date_of_official_opening:Date == DATE_0 ) ) [ 1 ] ) => notify
S7000000142	i want to retrieve the list of cities with sooner time of earliest written record than 2 days ago .	now => ( @org.wikidata.city ) filter param:time_of_earliest_written_record:Date <= now - 2 unit:day => notify
S7000000143	i need to find every cities having later time of earliest written record than 2 days ago .	now => ( @org.wikidata.city ) filter param:time_of_earliest_written_record:Date >= now - 2 unit:day => notify
S7000000144	enumerate cities which have life expectancy longer than 2 ms , and have time of earliest written record later than 2 days ago .	now => ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= 2 unit:ms and param:time_of_earliest_written_record:Date >= now - 2 unit:day => notify
S7000000145	i want to retrieve the list of cities with sooner time of earliest written record than 2 days ago .	now => ( @org.wikidata.city ) filter param:time_of_earliest_written_record:Date <= now - 2 unit:day => notify
S7000000146	i 'd like an cities that have service retirement 2 ms before now	now => ( @org.wikidata.city ) filter param:service_retirement:Date == now - 2 unit:ms => notify
S7000000147	which is cities with time of earliest written record later than 2 days ago and start time tue ?	now => ( @org.wikidata.city ) filter param:start_time:Date == new Date ( enum:tuesday ) and param:time_of_earliest_written_record:Date >= now - 2 unit:day => notify
S7000000148	search for the cities having date of official opening 2 ms before now and the highest population .	now => ( sort param:population:Number desc of ( ( @org.wikidata.city ) filter param:date_of_official_opening:Date == now - 2 unit:ms ) ) [ 1 ] => notify
S7000000149	which are the cities that have time of earliest written record 2 ms ago and have date of official opening DATE_0	now => ( @org.wikidata.city ) filter param:date_of_official_opening:Date == DATE_0 and param:time_of_earliest_written_record:Date == now - 2 unit:ms => notify
S7000000150	please get a list of all cities which have time of earliest written record later than 2 days ago .	now => ( @org.wikidata.city ) filter param:time_of_earliest_written_record:Date >= now - 2 unit:day => notify
S7000000151	please list cities which have later time of earliest written record than 2 days ago	now => ( @org.wikidata.city ) filter param:time_of_earliest_written_record:Date >= now - 2 unit:day => notify
S7000000152	i am looking for the cities which have inception 2 ms before now and have the most recent time of earliest written record	now => ( sort param:time_of_earliest_written_record:Date desc of ( ( @org.wikidata.city ) filter param:inception:Date == now - 2 unit:ms ) ) [ 1 ] => notify
